ym,country,theme_code,n_docs
2024-07,LO,PEACEKEEPING,62
2024-07,LO,IMPEACHMENT,60
2024-07,LO,RELATIONS,60
2024-07,LO,MIL,58
2024-07,LO,VIOLENT,54
2024-07,LO,CLOSURE,53
2024-07,LO,DEATH,53
2024-07,LO,HARASSMENT,51
2024-07,LO,SMUGGLING,50
2024-07,LO,UNSAFE,50
2024-07,LO,BULLYING,49
2024-07,LO,TREASON,46
2024-07,LO,LEGALIZE,43
2024-07,LO,GRIEVANCES,43
2024-07,LO,POWER,42
2024-07,LO,ROAD,42
2024-07,LO,INEQUALITY,41
2024-07,LO,TORTURE,41
2024-07,LO,STATE,36
2024-07,LO,ETH,33
2024-07,LO,EMERG,33
2024-07,LO,SEPARATISTS,31
2024-07,LO,SUICIDE,29
2024-07,LO,FREESPEECH,29
2024-07,LO,RETIREMENTS,29
2024-07,LO,JUSTICE,27
2024-07,LO,PIRACY,27
2024-07,LO,RAIL,25
2024-07,LO,AVIATION,25
2024-07,LO,TECH,23
2024-07,LO,INSURGENCY,23
2024-07,LO,GENDER,23
2024-07,LO,SLUMS,20
2024-07,LO,LITERACY,19
2024-07,LO,CHARASMATIC,18
2024-07,LO,DEFECTION,18
2024-07,LO,CRM,17
2024-07,LO,VANDALIZE,15
2024-07,LO,PROPERTY,13
2024-07,LO,HATE,13
2024-07,LO,MED,12
2024-07,LO,LANDMINE,11
2024-07,LO,EXHUMATION,11
2024-07,LO,AUSTERITY,11
2024-07,LO,JIHAD,11
2024-07,LO,BLACK,9
2024-07,LO,CURFEW,9
2024-07,LO,INFRASTRUCTURE,6
2024-07,LO,POPULATION,5
2024-07,LO,FIREARM,5
2024-07,LO,CLAIM,4
2024-07,LO,CHECKPOINT,3
2024-07,LO,INCOME,3
2024-07,LO,LEG,1
2024-08,LO,TAX,11626
2024-08,LO,WB,8736
2024-08,LO,GENERAL,8140
2024-08,LO,EPU,7319
2024-08,LO,CRISISLEX,6795
2024-08,LO,USPEC,5720
2024-08,LO,UNGP,5685
2024-08,LO,LEADER,4245
2024-08,LO,SOC,4070
2024-08,LO,MANMADE,3175
2024-08,LO,ARMEDCONFLICT,3098
2024-08,LO,MEDIA,3061
2024-08,LO,ECON,2312
2024-08,LO,EDUCATION,2289
2024-08,LO,AFFECT,1888
2024-08,LO,MEDICAL,1831
2024-08,LO,KILL,1794
2024-08,LO,ENV,1776
2024-08,LO,MILITARY,1641
2024-08,LO,SECURITY,1324
2024-08,LO,PROTEST,1181
2024-08,LO,LEGISLATION,1164
2024-08,LO,MOVEMENT,1094
2024-08,LO,ARREST,1067
2024-08,LO,TRIAL,1060
2024-08,LO,ELECTION,1057
2024-08,LO,DEMOCRACY,1050
2024-08,LO,BORDER,975
2024-08,LO,REBELLION,945
2024-08,LO,ALLIANCE,908
2024-08,LO,DELAY,873
2024-08,LO,TERROR,862
2024-08,LO,SLFID,746
2024-08,LO,UNREST,731
2024-08,LO,IDEOLOGY,727
2024-08,LO,NEGOTIATIONS,726
2024-08,LO,WOUND,705
2024-08,LO,TOURISM,690
2024-08,LO,SCIENCE,688
2024-08,LO,EXTREMISM,679
2024-08,LO,MARITIME,664
2024-08,LO,PUBLIC,654
2024-08,LO,NATURAL,634
2024-08,LO,CONSTITUTIONAL,633
2024-08,LO,CORRUPTION,584
2024-08,LO,APPOINTMENT,529
2024-08,LO,GEN,515
2024-08,LO,SELF,494
2024-08,LO,SANCTIONS,493
2024-08,LO,RESIGNATION,460
2024-08,LO,BAN,421
2024-08,LO,AGRICULTURE,419
2024-08,LO,DISCRIMINATION,408
2024-08,LO,TRAFFIC,358
2024-08,LO,URBAN,352
2024-08,LO,GOV,341
2024-08,LO,REFUGEES,317
2024-08,LO,HUMAN,299
2024-08,LO,RURAL,276
2024-08,LO,IMMIGRATION,254
2024-08,LO,PROPAGANDA,250
2024-08,LO,RELIGION,247
2024-08,LO,DISABILITY,246
2024-08,LO,KIDNAP,231
2024-08,LO,HEALTH,231
2024-08,LO,SHORTAGE,228
2024-08,LO,CRIME,227
2024-08,LO,LGBT,226
2024-08,LO,PERSECUTION,220
2024-08,LO,SOVEREIGNTY,218
2024-08,LO,EVACUATION,190
2024-08,LO,UNEMPLOYMENT,189
2024-08,LO,SEIZE,185
2024-08,LO,SCANDAL,180
2024-08,LO,RETIREMENT,177
2024-08,LO,REBELS,168
2024-08,LO,DRONES,165
2024-08,LO,DRUG,163
2024-08,LO,POLITICAL,162
2024-08,LO,WATER,161
2024-08,LO,FUELPRICES,159
2024-08,LO,INFO,147
2024-08,LO,POVERTY,139
2024-08,LO,RECRUITMENT,131
2024-08,LO,EXILE,127
2024-08,LO,GRIEVANCES,127
2024-08,LO,RETALIATE,127
2024-08,LO,ASSASSINATION,125
2024-08,LO,ORGANIZED,122
2024-08,LO,STRIKE,120
2024-08,LO,HARASSMENT,118
2024-08,LO,SURVEILLANCE,116
2024-08,LO,WMD,110
2024-08,LO,TAKE,104
2024-08,LO,FOOD,103
2024-08,LO,ACT,101
2024-08,LO,NEW,96
2024-08,LO,CRM,90
2024-08,LO,TRANSPARENCY,89
2024-08,LO,CYBER,88
2024-08,LO,TORTURE,86
2024-08,LO,CEASEFIRE,83
2024-08,LO,INTERNET,81
2024-08,LO,DISASTER,78
2024-08,LO,SEIGE,77
2024-08,LO,RAPE,76
2024-08,LO,RELEASE,71
2024-08,LO,VIOLENT,66
2024-08,LO,STATE,65
2024-08,LO,BLOCKADE,64
2024-08,LO,VETO,62
2024-08,LO,SANITATION,59
2024-08,LO,DEATH,57
2024-08,LO,TREASON,56
2024-08,LO,BULLYING,54
2024-08,LO,INSURGENCY,52
2024-08,LO,DISPLACED,51
2024-08,LO,RATIFY,48
2024-08,LO,FREESPEECH,47
2024-08,LO,REL,47
2024-08,LO,RETIREMENTS,45
2024-08,LO,CONFISCATION,44
2024-08,LO,SMUGGLING,43
2024-08,LO,IMPEACHMENT,43
2024-08,LO,VANDALIZE,40
2024-08,LO,MIL,40
2024-08,LO,ROAD,39
2024-08,LO,POWER,37
2024-08,LO,CLOSURE,35
2024-08,LO,CURFEW,34
2024-08,LO,UNSAFE,33
2024-08,LO,SEPARATISTS,33
2024-08,LO,LEGALIZE,33
2024-08,LO,ETH,32
2024-08,LO,JUSTICE,31
2024-08,LO,EXHUMATION,27
2024-08,LO,PRIVATIZATION,26
2024-08,LO,TECH,26
2024-08,LO,AID,25
2024-08,LO,MED,24
2024-08,LO,INEQUALITY,22
2024-08,LO,LITERACY,22
2024-08,LO,INFRASTRUCTURE,21
2024-08,LO,RELATIONS,20
2024-08,LO,PIRACY,19
2024-08,LO,GENDER,17
2024-08,LO,SUICIDE,16
2024-08,LO,EMERG,14
2024-08,LO,HATE,12
2024-08,LO,BLACK,10
2024-08,LO,CHECKPOINT,9
2024-08,LO,PEACEKEEPING,9
2024-08,LO,AVIATION,9
2024-08,LO,AUSTERITY,8
2024-08,LO,PROPERTY,8
2024-08,LO,RAIL,7
2024-08,LO,POPULATION,6
2024-08,LO,JIHAD,5
2024-08,LO,CHARASMATIC,5
2024-08,LO,LANDMINE,5
2024-08,LO,LEG,4
2024-08,LO,SICKENED,4
2024-08,LO,WHISTLEBLOWER,4
2024-08,LO,CLAIM,3
2024-08,LO,DEFECTION,3
2024-08,LO,SLUMS,3
2024-08,LO,PIPELINE,2
2024-08,LO,GENTRIFICATION,1
2024-08,LO,INCOME,1
2024-09,LO,TAX,12715
2024-09,LO,WB,9513
2024-09,LO,GENERAL,8803
2024-09,LO,EPU,8098
2024-09,LO,CRISISLEX,7671
2024-09,LO,UNGP,6570
2024-09,LO,USPEC,6349
2024-09,LO,LEADER,5537
2024-09,LO,SOC,4534
2024-09,LO,MANMADE,3753
2024-09,LO,MEDIA,3125
2024-09,LO,EDUCATION,2998
2024-09,LO,ECON,2760
2024-09,LO,AFFECT,2714
2024-09,LO,ARMEDCONFLICT,2448
2024-09,LO,KILL,2270
2024-09,LO,NATURAL,2241
2024-09,LO,MEDICAL,2000
2024-09,LO,SECURITY,1684
2024-09,LO,MILITARY,1514
2024-09,LO,ELECTION,1453
2024-09,LO,ENV,1342
2024-09,LO,LEGISLATION,1225
2024-09,LO,MOVEMENT,1180
2024-09,LO,ALLIANCE,1174
2024-09,LO,EXTREMISM,1070
2024-09,LO,DELAY,1068
2024-09,LO,BORDER,1013
2024-09,LO,MARITIME,998
2024-09,LO,TRIAL,974
2024-09,LO,DEMOCRACY,959
2024-09,LO,ARREST,957
2024-09,LO,NEGOTIATIONS,916
2024-09,LO,UNREST,858
2024-09,LO,IDEOLOGY,823
2024-09,LO,SCIENCE,818
2024-09,LO,PUBLIC,812
2024-09,LO,WATER,773
2024-09,LO,PROTEST,749
2024-09,LO,CONSTITUTIONAL,748
2024-09,LO,EVACUATION,713
2024-09,LO,TERROR,699
2024-09,LO,GOV,656
2024-09,LO,SELF,654
2024-09,LO,SLFID,652
2024-09,LO,URBAN,622
2024-09,LO,AGRICULTURE,572
2024-09,LO,WOUND,567
2024-09,LO,TOURISM,543
2024-09,LO,APPOINTMENT,524
2024-09,LO,TRAFFIC,504
2024-09,LO,CORRUPTION,465
2024-09,LO,GEN,425
2024-09,LO,BAN,419
2024-09,LO,REBELLION,362
2024-09,LO,DISCRIMINATION,361
2024-09,LO,REFUGEES,356
2024-09,LO,RESIGNATION,350
2024-09,LO,SOVEREIGNTY,340
2024-09,LO,RETIREMENT,328
2024-09,LO,CRIME,278
2024-09,LO,SANCTIONS,269
2024-09,LO,DISABILITY,250
2024-09,LO,HEALTH,247
2024-09,LO,RELIGION,234
2024-09,LO,TRANSPARENCY,222
2024-09,LO,SCANDAL,215
2024-09,LO,RETALIATE,194
2024-09,LO,HUMAN,193
2024-09,LO,PROPAGANDA,192
2024-09,LO,IMMIGRATION,182
2024-09,LO,STRIKE,181
2024-09,LO,POWER,169
2024-09,LO,NEW,166
2024-09,LO,FOOD,162
2024-09,LO,POLITICAL,158
2024-09,LO,POVERTY,158
2024-09,LO,DRONES,154
2024-09,LO,CYBER,154
2024-09,LO,UNEMPLOYMENT,152
2024-09,LO,RURAL,148
2024-09,LO,SEIZE,148
2024-09,LO,PERSECUTION,147
2024-09,LO,EXILE,143
2024-09,LO,KIDNAP,138
2024-09,LO,LGBT,133
2024-09,LO,TAKE,124
2024-09,LO,ORGANIZED,120
2024-09,LO,DISASTER,117
2024-09,LO,RECRUITMENT,115
2024-09,LO,ASSASSINATION,112
2024-09,LO,WMD,112
2024-09,LO,INFO,111
2024-09,LO,RAPE,108
2024-09,LO,DRUG,104
2024-09,LO,FUELPRICES,102
2024-09,LO,SHORTAGE,93
2024-09,LO,CEASEFIRE,93
2024-09,LO,RATIFY,90
2024-09,LO,RELEASE,89
2024-09,LO,STATE,76
2024-09,LO,VETO,73
2024-09,LO,TREASON,72
2024-09,LO,REBELS,72
2024-09,LO,AID,71
2024-09,LO,SEIGE,71
2024-09,LO,SURVEILLANCE,69
2024-09,LO,INEQUALITY,68
2024-09,LO,BULLYING,68
2024-09,LO,SANITATION,65
2024-09,LO,ACT,65
2024-09,LO,CRM,64
2024-09,LO,TORTURE,64
2024-09,LO,ROAD,64
2024-09,LO,SEPARATISTS,60
2024-09,LO,BLOCKADE,60
2024-09,LO,DISPLACED,55
2024-09,LO,PIRACY,54
2024-09,LO,ETH,54
2024-09,LO,PRIVATIZATION,50
2024-09,LO,FREESPEECH,48
2024-09,LO,SMUGGLING,47
2024-09,LO,HARASSMENT,46
2024-09,LO,UNSAFE,43
2024-09,LO,IMPEACHMENT,42
2024-09,LO,VANDALIZE,40
2024-09,LO,RELATIONS,40
2024-09,LO,MIL,40
2024-09,LO,DEATH,39
2024-09,LO,AUSTERITY,39
2024-09,LO,GRIEVANCES,37
2024-09,LO,TECH,37
2024-09,LO,CONFISCATION,36
2024-09,LO,RETIREMENTS,36
2024-09,LO,EMERG,34
2024-09,LO,LEGALIZE,34
2024-09,LO,JUSTICE,34
2024-09,LO,INSURGENCY,33
2024-09,LO,REL,32
2024-09,LO,CLOSURE,30
2024-09,LO,LITERACY,29
2024-09,LO,EXHUMATION,27
2024-09,LO,VIOLENT,25
2024-09,LO,CHARASMATIC,19
2024-09,LO,INFRASTRUCTURE,19
2024-09,LO,RAIL,18
2024-09,LO,PEACEKEEPING,16
2024-09,LO,LEG,14
2024-09,LO,PROPERTY,14
2024-09,LO,BLACK,13
2024-09,LO,GENDER,12
2024-09,LO,WHISTLEBLOWER,12
2024-09,LO,DEFECTION,11
2024-09,LO,LANDMINE,9
2024-09,LO,JIHAD,9
2024-09,LO,AVIATION,9
2024-09,LO,MED,8
2024-09,LO,HATE,8
2024-09,LO,SUICIDE,7
2024-09,LO,CURFEW,6
2024-09,LO,CLAIM,6
2024-09,LO,CHECKPOINT,5
2024-09,LO,SLUMS,4
2024-09,LO,PIPELINE,3
2024-09,LO,FIREARM,3
2024-09,LO,POPULATION,3
2024-09,LO,SICKENED,2
2024-09,LO,INCOME,1
2024-09,LO,LOCUSTS,1
2024-10,LO,TAX,14536
2024-10,LO,WB,10842
2024-10,LO,EPU,10301
2024-10,LO,GENERAL,10297
2024-10,LO,CRISISLEX,8379
2024-10,LO,USPEC,7848
2024-10,LO,UNGP,7250
2024-10,LO,LEADER,6671
2024-10,LO,SOC,5059
2024-10,LO,ARMEDCONFLICT,4195
2024-10,LO,MEDIA,3821
2024-10,LO,MANMADE,3337
2024-10,LO,ECON,3066
2024-10,LO,EDUCATION,2769
2024-10,LO,MEDICAL,2468
2024-10,LO,AFFECT,2454
2024-10,LO,KILL,2427
2024-10,LO,MILITARY,1928
2024-10,LO,ELECTION,1817
2024-10,LO,ALLIANCE,1695
2024-10,LO,SECURITY,1474
2024-10,LO,LEGISLATION,1461
2024-10,LO,ENV,1355
2024-10,LO,NEGOTIATIONS,1285
2024-10,LO,MOVEMENT,1275
2024-10,LO,TRIAL,1246
2024-10,LO,BORDER,1206
2024-10,LO,DEMOCRACY,1061
2024-10,LO,ARREST,1017
2024-10,LO,SCIENCE,979
2024-10,LO,DELAY,969
2024-10,LO,NATURAL,950
2024-10,LO,SLFID,937
2024-10,LO,PROTEST,887
2024-10,LO,TERROR,883
2024-10,LO,CONSTITUTIONAL,845
2024-10,LO,EXTREMISM,842
2024-10,LO,IDEOLOGY,840
2024-10,LO,SELF,833
2024-10,LO,UNREST,786
2024-10,LO,AGRICULTURE,778
2024-10,LO,MARITIME,775
2024-10,LO,WOUND,746
2024-10,LO,CORRUPTION,638
2024-10,LO,PUBLIC,622
2024-10,LO,URBAN,554
2024-10,LO,SANCTIONS,503
2024-10,LO,HEALTH,499
2024-10,LO,GOV,498
2024-10,LO,BAN,488
2024-10,LO,SOVEREIGNTY,478
2024-10,LO,TOURISM,474
2024-10,LO,REFUGEES,466
2024-10,LO,APPOINTMENT,439
2024-10,LO,EVACUATION,430
2024-10,LO,RELIGION,407
2024-10,LO,RESIGNATION,406
2024-10,LO,REBELLION,388
2024-10,LO,DISCRIMINATION,383
2024-10,LO,GEN,369
2024-10,LO,DRONES,363
2024-10,LO,CRIME,331
2024-10,LO,TRAFFIC,314
2024-10,LO,HUMAN,304
2024-10,LO,IMMIGRATION,304
2024-10,LO,RETIREMENT,285
2024-10,LO,PROPAGANDA,261
2024-10,LO,DISABILITY,258
2024-10,LO,CEASEFIRE,248
2024-10,LO,POVERTY,247
2024-10,LO,WMD,241
2024-10,LO,RURAL,219
2024-10,LO,DRUG,215
2024-10,LO,INFO,209
2024-10,LO,SCANDAL,198
2024-10,LO,KIDNAP,197
2024-10,LO,RECRUITMENT,181
2024-10,LO,AID,169
2024-10,LO,POLITICAL,166
2024-10,LO,WATER,166
2024-10,LO,FOOD,164
2024-10,LO,FUELPRICES,160
2024-10,LO,LGBT,158
2024-10,LO,NEW,154
2024-10,LO,UNEMPLOYMENT,147
2024-10,LO,STRIKE,143
2024-10,LO,TORTURE,134
2024-10,LO,RETALIATE,133
2024-10,LO,PERSECUTION,132
2024-10,LO,EXILE,131
2024-10,LO,RATIFY,131
2024-10,LO,REBELS,126
2024-10,LO,TRANSPARENCY,122
2024-10,LO,ORGANIZED,118
2024-10,LO,ACT,117
2024-10,LO,SMUGGLING,115
2024-10,LO,SEIZE,114
2024-10,LO,RELEASE,113
2024-10,LO,TAKE,111
2024-10,LO,SHORTAGE,111
2024-10,LO,MIL,110
2024-10,LO,ASSASSINATION,102
2024-10,LO,DISPLACED,102
2024-10,LO,CONFISCATION,99
2024-10,LO,REL,98
2024-10,LO,PRIVATIZATION,94
2024-10,LO,SURVEILLANCE,90
2024-10,LO,CYBER,83
2024-10,LO,VETO,81
2024-10,LO,SANITATION,79
2024-10,LO,RAPE,79
2024-10,LO,PEACEKEEPING,76
2024-10,LO,DISASTER,74
2024-10,LO,SEIGE,66
2024-10,LO,FREESPEECH,63
2024-10,LO,TREASON,63
2024-10,LO,EXHUMATION,61
2024-10,LO,BULLYING,61
2024-10,LO,ETH,57
2024-10,LO,RETIREMENTS,55
2024-10,LO,UNSAFE,54
2024-10,LO,RELATIONS,54
2024-10,LO,BLOCKADE,52
2024-10,LO,JUSTICE,52
2024-10,LO,CLOSURE,50
2024-10,LO,PIRACY,49
2024-10,LO,GRIEVANCES,47
2024-10,LO,VANDALIZE,44
2024-10,LO,POWER,42
2024-10,LO,TECH,41
2024-10,LO,IMPEACHMENT,40
2024-10,LO,DEATH,40
2024-10,LO,SEPARATISTS,38
2024-10,LO,GENDER,38
2024-10,LO,LITERACY,35
2024-10,LO,AUSTERITY,33
2024-10,LO,STATE,31
2024-10,LO,HARASSMENT,31
2024-10,LO,INEQUALITY,31
2024-10,LO,VIOLENT,30
2024-10,LO,WHISTLEBLOWER,28
2024-10,LO,ROAD,23
2024-10,LO,SLUMS,21
2024-10,LO,INSURGENCY,20
2024-10,LO,JIHAD,19
2024-10,LO,CRM,19
2024-10,LO,LEGALIZE,17
2024-10,LO,SUICIDE,15
2024-10,LO,AVIATION,13
2024-10,LO,CHECKPOINT,12
2024-10,LO,MED,12
2024-10,LO,DEFECTION,10
2024-10,LO,INFRASTRUCTURE,10
2024-10,LO,CURFEW,9
2024-10,LO,HATE,9
2024-10,LO,PROPERTY,8
2024-10,LO,BLACK,7
2024-10,LO,CLAIM,7
2024-10,LO,CHARASMATIC,6
2024-10,LO,LANDMINE,6
2024-10,LO,LEG,5
2024-10,LO,EMERG,5
2024-10,LO,INCOME,4
2024-10,LO,PIPELINE,4
2024-10,LO,RAIL,3
2024-10,LO,FIREARM,2
2024-10,LO,SICKENED,2
2024-10,LO,INTERNET,1
2024-10,LO,POPULATION,1
2024-10,LO,PHONE,1
2024-11,LO,TAX,13648
2024-11,LO,WB,10497
2024-11,LO,GENERAL,9287
2024-11,LO,EPU,9271
2024-11,LO,CRISISLEX,7820
2024-11,LO,USPEC,7673
2024-11,LO,UNGP,7503
2024-11,LO,LEADER,6185
2024-11,LO,SOC,4811
2024-11,LO,MEDIA,3697
2024-11,LO,ARMEDCONFLICT,3650
2024-11,LO,MANMADE,3472
2024-11,LO,ECON,3213
2024-11,LO,EDUCATION,3162
2024-11,LO,AFFECT,2379
2024-11,LO,ELECTION,2378
2024-11,LO,KILL,2169
2024-11,LO,MEDICAL,2108
2024-11,LO,MILITARY,1810
2024-11,LO,ENV,1449
2024-11,LO,DEMOCRACY,1439
2024-11,LO,LEGISLATION,1423
2024-11,LO,NEGOTIATIONS,1358
2024-11,LO,ALLIANCE,1306
2024-11,LO,SLFID,1250
2024-11,LO,SECURITY,1170
2024-11,LO,NATURAL,1071
2024-11,LO,TRIAL,1065
2024-11,LO,MOVEMENT,1057
2024-11,LO,PROTEST,1044
2024-11,LO,BORDER,1036
2024-11,LO,ARREST,1032
2024-11,LO,IDEOLOGY,1019
2024-11,LO,MARITIME,1008
2024-11,LO,SCIENCE,967
2024-11,LO,EXTREMISM,925
2024-11,LO,UNREST,911
2024-11,LO,DELAY,906
2024-11,LO,TOURISM,723
2024-11,LO,SELF,684
2024-11,LO,WOUND,648
2024-11,LO,CONSTITUTIONAL,645
2024-11,LO,CORRUPTION,641
2024-11,LO,AGRICULTURE,592
2024-11,LO,TERROR,589
2024-11,LO,PUBLIC,588
2024-11,LO,SANCTIONS,575
2024-11,LO,GEN,562
2024-11,LO,URBAN,521
2024-11,LO,APPOINTMENT,511
2024-11,LO,RELIGION,407
2024-11,LO,DISCRIMINATION,407
2024-11,LO,SOVEREIGNTY,392
2024-11,LO,TRAFFIC,389
2024-11,LO,BAN,385
2024-11,LO,GOV,366
2024-11,LO,RESIGNATION,365
2024-11,LO,REBELLION,364
2024-11,LO,IMMIGRATION,358
2024-11,LO,REFUGEES,311
2024-11,LO,POVERTY,283
2024-11,LO,TRANSPARENCY,275
2024-11,LO,HUMAN,270
2024-11,LO,RETIREMENT,250
2024-11,LO,PROPAGANDA,249
2024-11,LO,RURAL,246
2024-11,LO,ORGANIZED,244
2024-11,LO,CEASEFIRE,240
2024-11,LO,FUELPRICES,240
2024-11,LO,ACT,238
2024-11,LO,WMD,211
2024-11,LO,HEALTH,208
2024-11,LO,CRIME,208
2024-11,LO,STRIKE,204
2024-11,LO,RELATIONS,204
2024-11,LO,MIL,201
2024-11,LO,NEW,200
2024-11,LO,DISABILITY,186
2024-11,LO,POLITICAL,177
2024-11,LO,DRONES,175
2024-11,LO,FREESPEECH,171
2024-11,LO,TAKE,168
2024-11,LO,RECRUITMENT,168
2024-11,LO,RETALIATE,161
2024-11,LO,INFO,160
2024-11,LO,SCANDAL,156
2024-11,LO,DISASTER,145
2024-11,LO,WATER,134
2024-11,LO,PERSECUTION,132
2024-11,LO,LGBT,132
2024-11,LO,HATE,130
2024-11,LO,KIDNAP,126
2024-11,LO,UNEMPLOYMENT,124
2024-11,LO,RATIFY,121
2024-11,LO,FOOD,120
2024-11,LO,REBELS,117
2024-11,LO,DRUG,116
2024-11,LO,EXILE,114
2024-11,LO,SURVEILLANCE,113
2024-11,LO,EVACUATION,112
2024-11,LO,CYBER,97
2024-11,LO,SEIZE,96
2024-11,LO,VETO,92
2024-11,LO,SEIGE,82
2024-11,LO,SHORTAGE,80
2024-11,LO,BULLYING,78
2024-11,LO,AID,72
2024-11,LO,TORTURE,71
2024-11,LO,HARASSMENT,67
2024-11,LO,RAPE,66
2024-11,LO,SMUGGLING,65
2024-11,LO,TREASON,65
2024-11,LO,ASSASSINATION,64
2024-11,LO,UNSAFE,61
2024-11,LO,DISPLACED,61
2024-11,LO,RELEASE,61
2024-11,LO,PRIVATIZATION,59
2024-11,LO,EMERG,57
2024-11,LO,BLOCKADE,52
2024-11,LO,VIOLENT,51
2024-11,LO,CONFISCATION,51
2024-11,LO,SANITATION,50
2024-11,LO,CRM,47
2024-11,LO,DEATH,47
2024-11,LO,RETIREMENTS,46
2024-11,LO,IMPEACHMENT,45
2024-11,LO,ETH,44
2024-11,LO,GRIEVANCES,43
2024-11,LO,REL,42
2024-11,LO,CLOSURE,37
2024-11,LO,PIRACY,35
2024-11,LO,TECH,35
2024-11,LO,INEQUALITY,35
2024-11,LO,LITERACY,34
2024-11,LO,PEACEKEEPING,33
2024-11,LO,ROAD,28
2024-11,LO,VANDALIZE,28
2024-11,LO,JUSTICE,27
2024-11,LO,GENDER,27
2024-11,LO,INSURGENCY,26
2024-11,LO,LEGALIZE,25
2024-11,LO,DEFECTION,24
2024-11,LO,SEPARATISTS,21
2024-11,LO,STATE,21
2024-11,LO,EXHUMATION,19
2024-11,LO,CHECKPOINT,19
2024-11,LO,POWER,15
2024-11,LO,BLACK,13
2024-11,LO,AUSTERITY,13
2024-11,LO,PROPERTY,13
2024-11,LO,SUICIDE,12
2024-11,LO,JIHAD,10
2024-11,LO,INFRASTRUCTURE,10
2024-11,LO,LEG,8
2024-11,LO,AVIATION,7
2024-11,LO,LANDMINE,7
2024-11,LO,CHARASMATIC,6
2024-11,LO,SLUMS,6
2024-11,LO,RAIL,5
2024-11,LO,CLAIM,5
2024-11,LO,POPULATION,4
2024-11,LO,WHISTLEBLOWER,4
2024-11,LO,INTERNET,3
2024-11,LO,SICKENED,2
2024-11,LO,MED,2
2024-11,LO,FIREARM,1
2024-11,LO,GENTRIFICATION,1
2024-11,LO,CURFEW,1
2024-12,LO,TAX,16869
2024-12,LO,WB,12771
2024-12,LO,EPU,11980
2024-12,LO,GENERAL,11151
2024-12,LO,USPEC,10543
2024-12,LO,CRISISLEX,9667
2024-12,LO,LEADER,9565
2024-12,LO,UNGP,7658
2024-12,LO,ARMEDCONFLICT,5787
2024-12,LO,SOC,4958
2024-12,LO,MEDIA,4571
2024-12,LO,ECON,3861
2024-12,LO,MANMADE,3860
2024-12,LO,NEGOTIATIONS,3303
2024-12,LO,EDUCATION,2809
2024-12,LO,AFFECT,2731
2024-12,LO,MEDICAL,2625
2024-12,LO,ENV,2591
2024-12,LO,KILL,2587
2024-12,LO,MILITARY,2478
2024-12,LO,ELECTION,1897
2024-12,LO,LEGISLATION,1644
2024-12,LO,SLFID,1583
2024-12,LO,SECURITY,1511
2024-12,LO,UNREST,1384
2024-12,LO,ARREST,1283
2024-12,LO,ALLIANCE,1269
2024-12,LO,SANCTIONS,1235
2024-12,LO,TRIAL,1230
2024-12,LO,PROTEST,1229
2024-12,LO,BORDER,1178
2024-12,LO,DELAY,1130
2024-12,LO,NATURAL,1003
2024-12,LO,TERROR,991
2024-12,LO,MARITIME,985
2024-12,LO,DRONES,958
2024-12,LO,MOVEMENT,938
2024-12,LO,CEASEFIRE,925
2024-12,LO,SCIENCE,876
2024-12,LO,WOUND,873
2024-12,LO,GEN,870
2024-12,LO,DEMOCRACY,861
2024-12,LO,EXTREMISM,809
2024-12,LO,IDEOLOGY,804
2024-12,LO,SELF,797
2024-12,LO,CORRUPTION,758
2024-12,LO,PUBLIC,704
2024-12,LO,CONSTITUTIONAL,690
2024-12,LO,AGRICULTURE,619
2024-12,LO,APPOINTMENT,503
2024-12,LO,SOVEREIGNTY,500
2024-12,LO,URBAN,500
2024-12,LO,BAN,495
2024-12,LO,FUELPRICES,443
2024-12,LO,DISCRIMINATION,399
2024-12,LO,TOURISM,379
2024-12,LO,RELIGION,368
2024-12,LO,REFUGEES,367
2024-12,LO,STRIKE,355
2024-12,LO,RESIGNATION,343
2024-12,LO,GOV,341
2024-12,LO,PROPAGANDA,340
2024-12,LO,REBELLION,328
2024-12,LO,CRIME,314
2024-12,LO,TRAFFIC,301
2024-12,LO,CYBER,297
2024-12,LO,HUMAN,285
2024-12,LO,KIDNAP,284
2024-12,LO,SHORTAGE,270
2024-12,LO,DISABILITY,269
2024-12,LO,RETIREMENT,250
2024-12,LO,TRANSPARENCY,248
2024-12,LO,RETALIATE,226
2024-12,LO,ACT,211
2024-12,LO,RURAL,211
2024-12,LO,HEALTH,208
2024-12,LO,RECRUITMENT,207
2024-12,LO,AID,202
2024-12,LO,POVERTY,201
2024-12,LO,SCANDAL,192
2024-12,LO,INFO,185
2024-12,LO,DRUG,184
2024-12,LO,IMMIGRATION,183
2024-12,LO,RELEASE,170
2024-12,LO,TAKE,168
2024-12,LO,EVACUATION,166
2024-12,LO,TREASON,161
2024-12,LO,ORGANIZED,159
2024-12,LO,AVIATION,155
2024-12,LO,RATIFY,154
2024-12,LO,NEW,151
2024-12,LO,POLITICAL,149
2024-12,LO,UNEMPLOYMENT,148
2024-12,LO,SEIZE,144
2024-12,LO,FOOD,136
2024-12,LO,WMD,133
2024-12,LO,ASSASSINATION,132
2024-12,LO,VETO,129
2024-12,LO,SURVEILLANCE,129
2024-12,LO,PEACEKEEPING,127
2024-12,LO,DISASTER,127
2024-12,LO,REBELS,125
2024-12,LO,LGBT,125
2024-12,LO,EXILE,122
2024-12,LO,PERSECUTION,121
2024-12,LO,WATER,120
2024-12,LO,RAPE,118
